Date,Adj Close,Return
02/10/1928,21.26,-0.004681695
03/10/1928,21.19,-0.003292521
04/10/1928,21.26,0.003303398
05/10/1928,21.22,-0.001881515
08/10/1928,21.11,-0.005183695
09/10/1928,21.18,0.003315916
10/10/1928,21.41,0.010859301
11/10/1928,21.51,0.004670715
15/10/1928,21.65,0.006508601
16/10/1928,21.72,0.00323321
17/10/1928,21.79,0.003222928
18/10/1928,21.84,0.002294585
19/10/1928,21.96,0.00549446
22/10/1928,21.81,-0.006830601
23/10/1928,21.95,0.006419166
24/10/1928,21.99,0.001822278
25/10/1928,21.91,-0.003638017
26/10/1928,21.65,-0.011866728
29/10/1928,22.00,0.016166282
30/10/1928,21.76,-0.010909091
31/10/1928,21.68,-0.003676471
01/11/1928,21.99,0.014298893
02/11/1928,21.95,-0.001818963
05/11/1928,22.24,0.013211799
07/11/1928,22.24,0
08/11/1928,22.39,0.006744559
09/11/1928,22.55,0.007146048
12/11/1928,22.84,0.012860355
13/11/1928,22.91,0.003064799
14/11/1928,22.91,0
15/11/1928,23.03,0.005237931
16/11/1928,23.37,0.014763352
19/11/1928,23.37,0
20/11/1928,23.57,0.008557937
21/11/1928,23.22,-0.014849427
22/11/1928,23.52,0.01291994
23/11/1928,23.70,0.007653104
26/11/1928,23.80,0.004219325
27/11/1928,23.91,0.004621891
28/11/1928,24.19,0.011710623
30/11/1928,24.28,0.003720546
03/12/1928,23.85,-0.01771009
04/12/1928,23.91,0.002515723
05/12/1928,23.81,-0.004182392
06/12/1928,22.91,-0.037799204
07/12/1928,22.36,-0.02400694
10/12/1928,22.31,-0.002236225
11/12/1928,22.74,0.019273914
12/12/1928,22.52,-0.009674582
13/12/1928,22.48,-0.001776199
14/12/1928,22.53,0.002224244
17/12/1928,22.44,-0.003994674
18/12/1928,22.70,0.011586452
19/12/1928,22.98,0.012334757
20/12/1928,23.07,0.003916449
21/12/1928,23.33,0.011270048
24/12/1928,23.54,0.009001329
26/12/1928,23.44,-0.004248088
27/12/1928,23.64,0.008532338
28/12/1928,23.98,0.014382446
31/12/1928,24.35,0.015429525
02/01/1929,24.81,0.018891129
03/01/1929,24.86,0.002015397
04/01/1929,24.85,-0.000402293
07/01/1929,24.25,-0.024144869
08/01/1929,24.17,-0.003298969
09/01/1929,24.54,0.015308275
10/01/1929,24.58,0.001629951
11/01/1929,24.54,-0.001627299
14/01/1929,24.59,0.002037449
15/01/1929,24.23,-0.014640098
16/01/1929,24.56,0.013619439
17/01/1929,24.69,0.005293241
18/01/1929,24.77,0.003240138
21/01/1929,24.86,0.003633468
22/01/1929,25.07,0.008447264
23/01/1929,25.22,0.005983207
24/01/1929,25.06,-0.006344172
25/01/1929,25.48,0.016759817
28/01/1929,25.35,-0.005102041
29/01/1929,25.36,0.000394517
30/01/1929,25.45,0.003548896
31/01/1929,25.74,0.011394852
01/02/1929,25.84,0.003885004
04/02/1929,25.64,-0.007739977
05/02/1929,25.70,0.002340172
06/02/1929,25.49,-0.008171245
07/02/1929,24.71,-0.030600275
08/02/1929,24.44,-0.01092667
11/02/1929,24.98,0.022094885
13/02/1929,24.95,-0.001200921
14/02/1929,24.85,-0.004008056
15/02/1929,24.35,-0.020120724
18/02/1929,24.39,0.001642669
19/02/1929,24.38,-0.000410004
20/02/1929,24.59,0.008613659
21/02/1929,24.86,0.010980114
25/02/1929,24.91,0.002011223
26/02/1929,24.95,0.001605821
27/02/1929,25.25,0.012024008
28/02/1929,25.59,0.013465347
01/03/1929,25.83,0.009378664
04/03/1929,25.49,-0.013162989
05/03/1929,25.32,-0.006669282
06/03/1929,24.92,-0.015797788
07/03/1929,25.15,0.009229535
08/03/1929,25.31,0.006361789
11/03/1929,24.95,-0.014223549
12/03/1929,24.97,0.000801523
13/03/1929,25.24,0.010813016
14/03/1929,25.73,0.019413629
15/03/1929,26.08,0.013602798
18/03/1929,26.04,-0.001533704
19/03/1929,26.03,-0.000384025
20/03/1929,26.02,-0.000384211
21/03/1929,25.90,-0.004611837
22/03/1929,25.55,-0.013513552
25/03/1929,24.51,-0.040704463
26/03/1929,24.35,-0.006527948
27/03/1929,25.09,0.030390144
28/03/1929,25.53,0.017536907
01/04/1929,24.88,-0.02546032
02/04/1929,25.17,0.011655989
03/04/1929,24.86,-0.01231621
04/04/1929,25.30,0.017699034
05/04/1929,25.05,-0.009881423
08/04/1929,24.83,-0.008782396
09/04/1929,24.63,-0.008054813
10/04/1929,24.78,0.006090215
11/04/1929,25.06,0.011299354
12/04/1929,25.15,0.003591421
15/04/1929,25.00,-0.005964215
16/04/1929,25.06,0.00239996
17/04/1929,25.32,0.01037514
18/04/1929,25.43,0.004344392
19/04/1929,25.41,-0.000786473
22/04/1929,25.70,0.011412869
23/04/1929,25.85,0.005836537
24/04/1929,25.75,-0.003868472
25/04/1929,25.63,-0.004660233
26/04/1929,25.58,-0.0019508
29/04/1929,25.53,-0.001954613
30/04/1929,25.94,0.016059537
01/05/1929,25.99,0.001927486
02/05/1929,26.11,0.004617199
03/05/1929,26.37,0.00995787
06/05/1929,26.32,-0.001896132
07/05/1929,26.07,-0.00949848
08/05/1929,26.18,0.004219409
09/05/1929,26.02,-0.006111536
10/05/1929,26.34,0.012298232
13/05/1929,25.64,-0.026575588
14/05/1929,25.95,0.012090562
15/05/1929,25.84,-0.004238959
16/05/1929,25.97,0.005030921
17/05/1929,26.09,0.004620755
20/05/1929,25.39,-0.026830241
21/05/1929,25.70,0.012209611
22/05/1929,24.76,-0.036575913
23/05/1929,25.31,0.022213207
24/05/1929,25.12,-0.007506836
27/05/1929,24.20,-0.036624202
28/05/1929,24.59,0.01611566
29/05/1929,24.62,0.001220049
31/05/1929,24.83,0.00852961
03/06/1929,25.27,0.017720499
04/06/1929,25.64,0.014641828
05/06/1929,25.59,-0.001950039
06/06/1929,25.64,0.001953849
07/06/1929,25.53,-0.004290094
10/06/1929,25.27,-0.010184136
11/06/1929,25.43,0.006331619
12/06/1929,25.45,0.000786512
13/06/1929,25.84,0.015324125
14/06/1929,25.93,0.003482972
17/06/1929,26.41,0.018511377
18/06/1929,26.42,0.000378644
19/06/1929,26.32,-0.003785011
20/06/1929,26.47,0.00569905
21/06/1929,26.62,0.005666868
24/06/1929,26.62,0
25/06/1929,26.90,0.010518369
26/06/1929,27.06,0.005947918
27/06/1929,27.11,0.00184782
28/06/1929,27.41,0.01106599
01/07/1929,27.77,0.013133893
02/07/1929,28.06,0.010442888
03/07/1929,28.18,0.004276586
05/07/1929,28.32,0.004968062
08/07/1929,28.37,0.001765572
09/07/1929,28.28,-0.003172365
10/07/1929,28.20,-0.002828854
11/07/1929,28.26,0.002127624
12/07/1929,28.57,0.010969568
15/07/1929,28.45,-0.004200175
16/07/1929,28.65,0.007029842
17/07/1929,28.72,0.002443246
18/07/1929,28.66,-0.002089102
19/07/1929,28.76,0.003489184
22/07/1929,28.43,-0.01147427
23/07/1929,28.83,0.014069645
24/07/1929,28.64,-0.006590392
25/07/1929,28.77,0.004539141
26/07/1929,28.66,-0.003823427
29/07/1929,28.18,-0.016748081
30/07/1929,28.50,0.011355571
31/07/1929,28.88,0.013333298
01/08/1929,29.08,0.006925243
02/08/1929,29.56,0.016506155
05/08/1929,29.54,-0.000676522
06/08/1929,29.43,-0.003723798
07/08/1929,29.13,-0.010193714
08/08/1929,29.47,0.011671816
09/08/1929,28.38,-0.036986767
12/08/1929,29.27,0.031360149
13/08/1929,29.53,0.008882849
14/08/1929,29.62,0.003047748
15/08/1929,29.67,0.001688015
16/08/1929,30.22,0.018537209
19/08/1929,30.50,0.009265421
20/08/1929,30.68,0.005901639
21/08/1929,30.55,-0.004237321
22/08/1929,30.79,0.00785604
23/08/1929,31.09,0.00974339
26/08/1929,31.07,-0.000643294
27/08/1929,31.05,-0.00064374
28/08/1929,30.99,-0.001932335
29/08/1929,31.29,0.009680574
30/08/1929,31.71,0.013422754
03/09/1929,31.82,0.003468969
04/09/1929,31.72,-0.003142709
05/09/1929,31.02,-0.022068065
06/09/1929,31.83,0.026112186
09/09/1929,31.67,-0.005026704
10/09/1929,31.10,-0.017998105
11/09/1929,31.53,0.013826399
12/09/1929,31.17,-0.011417729
13/09/1929,31.38,0.006737215
16/09/1929,31.86,0.015296431
17/09/1929,31.60,-0.008160734
18/09/1929,31.68,0.002531646
19/09/1929,31.73,0.001578283
20/09/1929,31.39,-0.010715443
23/09/1929,31.38,-0.000318573
24/09/1929,30.80,-0.018483111
25/09/1929,30.85,0.001623409
26/09/1929,31.13,0.009076143
27/09/1929,30.27,-0.027626053
30/09/1929,30.16,-0.003633961
01/10/1929,29.98,-0.00596817
02/10/1929,30.20,0.007338259
03/10/1929,28.95,-0.041390727
04/10/1929,28.65,-0.010362728
07/10/1929,30.44,0.06247822
08/10/1929,30.34,-0.003285184
09/10/1929,30.27,-0.002307185
10/10/1929,30.81,0.017839412
11/10/1929,30.76,-0.001622817
14/10/1929,30.55,-0.006827081
15/10/1929,30.30,-0.008183306
16/10/1929,29.24,-0.034983467
17/10/1929,29.69,0.015389911
18/10/1929,28.84,-0.028629201
21/10/1929,27.73,-0.038488211
22/10/1929,28.27,0.019473494
23/10/1929,26.60,-0.059073222
24/10/1929,25.75,-0.031954887
25/10/1929,26.12,0.014368971
28/10/1929,22.74,-0.12940279
29/10/1929,20.43,-0.101583113
30/10/1929,22.99,0.125305923
31/10/1929,24.15,0.05045672
04/11/1929,22.88,-0.052588033
06/11/1929,20.61,-0.099213204
07/11/1929,21.37,0.036875301
08/11/1929,21.18,-0.008891015
11/11/1929,19.86,-0.062322899
12/11/1929,18.73,-0.056898336
13/11/1929,17.66,-0.057127603
14/11/1929,19.24,0.089467724
15/11/1929,20.30,0.055093503
18/11/1929,20.09,-0.010344779
19/11/1929,20.70,0.030363415
20/11/1929,21.27,0.027536182
21/11/1929,21.61,0.015985002
22/11/1929,21.53,-0.00370199
25/11/1929,21.28,-0.011611704
26/11/1929,20.66,-0.029135384
27/11/1929,20.92,0.012584705
02/12/1929,20.95,0.001434082
03/12/1929,21.65,0.033412839
04/12/1929,22.05,0.018475704
05/12/1929,21.87,-0.008163175
06/12/1929,22.45,0.026520346
09/12/1929,22.40,-0.002227216
10/12/1929,22.57,0.007589286
11/12/1929,22.38,-0.008418299
12/12/1929,21.17,-0.054066088
13/12/1929,21.70,0.025035475
16/12/1929,21.33,-0.017050737
17/12/1929,21.56,0.010782888
18/12/1929,21.42,-0.00649346
19/12/1929,20.85,-0.026610644
20/12/1929,20.16,-0.033093525
23/12/1929,20.26,0.004960317
24/12/1929,20.39,0.006416535
26/12/1929,20.84,0.022069692
27/12/1929,20.82,-0.000959693
30/12/1929,20.89,0.003362104
31/12/1929,21.45,0.026807182
02/01/1930,21.18,-0.012587459
03/01/1930,21.23,0.002360718
06/01/1930,21.50,0.012717852
07/01/1930,21.31,-0.008837256
08/01/1930,21.29,-0.000938433
09/01/1930,21.62,0.015500234
10/01/1930,21.55,-0.003237835
13/01/1930,21.52,-0.001392065
14/01/1930,21.56,0.00185869
15/01/1930,21.65,0.004174444
16/01/1930,21.50,-0.006928406
17/01/1930,21.31,-0.008837256
20/01/1930,21.50,0.008916049
21/01/1930,21.61,0.005116326
22/01/1930,21.63,0.000925405
23/01/1930,21.84,0.009708785
24/01/1930,22.04,0.009157555
27/01/1930,22.21,0.007713158
28/01/1930,22.10,-0.004952679
29/01/1930,22.35,0.011312217
30/01/1930,22.47,0.005369083
31/01/1930,22.79,0.0142413
03/02/1930,22.74,-0.002193988
04/02/1930,23.01,0.011873351
05/02/1930,23.31,0.013037766
06/02/1930,23.06,-0.010725011
07/02/1930,22.97,-0.003902862
10/02/1930,23.12,0.006530344
11/02/1930,23.32,0.008650475
13/02/1930,23.36,0.001715309
14/02/1930,23.35,-0.000428125
17/02/1930,23.26,-0.00385439
18/02/1930,23.28,0.000859888
19/02/1930,23.07,-0.009020661
20/02/1930,22.64,-0.018638968
21/02/1930,22.92,0.012367536
24/02/1930,22.68,-0.010471204
25/02/1930,22.89,0.009259215
26/02/1930,23.11,0.009611272
27/02/1930,23.08,-0.001298183
28/02/1930,23.28,0.008665555
03/03/1930,23.36,0.003436426
04/03/1930,23.54,0.007705479
05/03/1930,23.36,-0.007646559
06/03/1930,23.59,0.009845847
07/03/1930,23.59,0
10/03/1930,23.67,0.003391267
11/03/1930,23.72,0.002112336
12/03/1930,23.46,-0.010961215
13/03/1930,23.60,0.005967647
14/03/1930,23.45,-0.00635589
17/03/1930,23.67,0.00938162
18/03/1930,23.90,0.009716941
19/03/1930,24.03,0.005439372
20/03/1930,24.14,0.004577528
21/03/1930,24.29,0.006213836
24/03/1930,24.28,-0.000411692
25/03/1930,24.25,-0.001235626
26/03/1930,24.62,0.015257773
27/03/1930,24.57,-0.00203091
28/03/1930,24.85,0.011396011
31/03/1930,24.15,-0.028169014
01/04/1930,25.37,0.05051764
02/04/1930,25.11,-0.010248324
03/04/1930,25.16,0.001991199
04/04/1930,25.54,0.015103378
07/04/1930,25.60,0.002349217
08/04/1930,25.46,-0.005468789
09/04/1930,25.87,0.016103771
10/04/1930,25.92,0.001932702
11/04/1930,25.84,-0.00308642
14/04/1930,25.73,-0.004256966
15/04/1930,25.74,0.000388651
16/04/1930,25.56,-0.006993046
17/04/1930,25.75,0.007433529
21/04/1930,25.29,-0.017864039
22/04/1930,25.50,0.008303637
23/04/1930,25.55,0.001960745
24/04/1930,25.35,-0.00782775
25/04/1930,25.32,-0.001183432
28/04/1930,24.76,-0.022116904
29/04/1930,24.73,-0.001211632
30/04/1930,24.90,0.006874242
01/05/1930,24.30,-0.024096426
02/05/1930,23.57,-0.030041112
05/05/1930,22.98,-0.02503182
06/05/1930,23.76,0.033942559
07/05/1930,23.31,-0.018939436
08/05/1930,23.40,0.003861047
09/05/1930,23.69,0.012393205
12/05/1930,24.09,0.016884719
13/05/1930,24.42,0.01369863
14/05/1930,24.57,0.006142506
15/05/1930,24.17,-0.016280016
16/05/1930,24.28,0.004551138
19/05/1930,23.75,-0.021828706
20/05/1930,23.86,0.004631621
21/05/1930,23.74,-0.00502938
22/05/1930,23.79,0.002106192
23/05/1930,24.03,0.010088272
26/05/1930,24.23,0.008322888
27/05/1930,24.24,0.000412712
28/05/1930,24.38,0.005775536
29/05/1930,24.49,0.004511936
02/06/1930,24.40,-0.003674969
03/06/1930,24.18,-0.009016393
04/06/1930,24.29,0.004549256
05/06/1930,23.91,-0.015644339
06/06/1930,23.52,-0.016311167
09/06/1930,22.38,-0.04846943
10/06/1930,23.01,0.02815018
11/06/1930,22.20,-0.035202043
12/06/1930,22.13,-0.003153243
13/06/1930,22.26,0.005874424
16/06/1930,20.56,-0.076370216
17/06/1930,20.58,0.000972811
18/06/1930,19.86,-0.034985374
19/06/1930,20.79,0.046827792
20/06/1930,20.25,-0.025974073
23/06/1930,20.09,-0.007901235
24/06/1930,19.39,-0.034843255
25/06/1930,19.54,0.00773605
26/06/1930,20.00,0.023541401
27/06/1930,19.81,-0.00950005
30/06/1930,20.46,0.032811713
01/07/1930,20.24,-0.01075264
02/07/1930,20.46,0.010869516
03/07/1930,20.25,-0.010263881
07/07/1930,19.83,-0.020740741
08/07/1930,19.97,0.00705996
09/07/1930,20.26,0.014521833
10/07/1930,20.77,0.025172754
11/07/1930,20.55,-0.010592248
14/07/1930,21.36,0.039416158
15/07/1930,21.32,-0.001872706
16/07/1930,21.48,0.00750469
17/07/1930,21.58,0.004655493
18/07/1930,21.77,0.008804449
21/07/1930,20.94,-0.038125815
22/07/1930,21.32,0.018147038
23/07/1930,21.66,0.015947467
24/07/1930,21.38,-0.012927101
25/07/1930,21.50,0.005612769
28/07/1930,21.82,0.014883721
29/07/1930,21.65,-0.007791017
30/07/1930,21.08,-0.026327945
31/07/1930,21.21,0.006166935
01/08/1930,21.11,-0.004714663
04/08/1930,21.52,0.019422027
05/08/1930,21.52,0
06/08/1930,21.18,-0.015799257
07/08/1930,21.06,-0.00566577
08/08/1930,20.27,-0.037511825
11/08/1930,20.40,0.006413419
12/08/1930,19.88,-0.025490245
13/08/1930,20.15,0.01358154
14/08/1930,20.16,0.000496278
15/08/1930,20.70,0.026785764
18/08/1930,20.54,-0.007729468
19/08/1930,20.74,0.009737049
20/08/1930,20.85,0.005303761
21/08/1930,20.64,-0.01007199
22/08/1930,20.79,0.007267539
25/08/1930,20.68,-0.005291053
26/08/1930,20.98,0.01450677
27/08/1930,21.14,0.007626263
28/08/1930,21.13,-0.000473037
29/08/1930,21.37,0.011358354
02/09/1930,21.38,0.000467852
03/09/1930,21.17,-0.009822217
04/09/1930,21.02,-0.007085498
05/09/1930,21.34,0.015223597
08/09/1930,21.63,0.013589456
09/09/1930,21.76,0.006010218
10/09/1930,21.86,0.004595634
11/09/1930,21.72,-0.006404483
12/09/1930,21.50,-0.010128868
15/09/1930,21.19,-0.014418558
16/09/1930,21.22,0.001415668
17/09/1930,21.29,0.003298869
18/09/1930,21.06,-0.010803287
19/09/1930,20.68,-0.018043638
22/09/1930,20.17,-0.024661509
23/09/1930,20.44,0.013386267
24/09/1930,20.11,-0.016144813
25/09/1930,19.73,-0.01889612
26/09/1930,19.43,-0.015205271
29/09/1930,18.88,-0.028306794
30/09/1930,18.59,-0.015360117
01/10/1930,19.42,0.04464766
02/10/1930,19.18,-0.012358393
03/10/1930,19.42,0.012513034
06/10/1930,18.61,-0.041709526
07/10/1930,18.62,0.000537345
08/10/1930,18.40,-0.011815305
09/10/1930,17.67,-0.039673913
10/10/1930,18.11,0.024901019
14/10/1930,17.91,-0.011043677
15/10/1930,18.20,0.016192127
16/10/1930,17.88,-0.017582527
17/10/1930,17.16,-0.040268403
20/10/1930,17.57,0.023892774
21/10/1930,17.05,-0.029595959
22/10/1930,16.90,-0.008797596
23/10/1930,17.14,0.014201124
24/10/1930,17.74,0.035005895
27/10/1930,17.78,0.002254848
28/10/1930,17.86,0.004499437
29/10/1930,17.55,-0.017357334
30/10/1930,17.34,-0.011965756
31/10/1930,16.94,-0.023067993
03/11/1930,17.13,0.011215938
05/11/1930,16.62,-0.029772214
06/11/1930,16.65,0.001804994
07/11/1930,16.09,-0.033633634
10/11/1930,15.54,-0.034182722
11/11/1930,15.79,0.016087516
12/11/1930,16.14,0.022165864
13/11/1930,16.56,0.026022306
14/11/1930,16.89,0.019927537
17/11/1930,16.48,-0.024274661
18/11/1930,16.66,0.01092233
19/11/1930,17.01,0.021008403
20/11/1930,16.94,-0.004115168
21/11/1930,17.20,0.015348287
24/11/1930,17.05,-0.008721046
25/11/1930,16.85,-0.011730147
26/11/1930,16.61,-0.014243264
28/11/1930,16.38,-0.0138472
01/12/1930,16.80,0.025641027
02/12/1930,16.96,0.00952381
03/12/1930,16.67,-0.017098999
04/12/1930,16.42,-0.014997001
05/12/1930,16.43,0.000609013
08/12/1930,15.97,-0.027997565
09/12/1930,15.98,0.000626174
10/12/1930,15.73,-0.015644556
11/12/1930,15.55,-0.011443102
12/12/1930,15.43,-0.007717042
15/12/1930,14.94,-0.031756319
16/12/1930,14.44,-0.033467202
17/12/1930,15.11,0.046398892
18/12/1930,15.22,0.007279947
19/12/1930,15.39,0.011169514
22/12/1930,14.88,-0.033138402
23/12/1930,14.96,0.005376344
24/12/1930,15.16,0.013368984
26/12/1930,14.85,-0.020448549
29/12/1930,14.72,-0.008754209
30/12/1930,15.06,0.023097826
31/12/1930,15.34,0.018592297
02/01/1931,15.85,0.033246415
05/01/1931,15.93,0.005047319
06/01/1931,16.13,0.012554865
07/01/1931,15.09,-0.064476073
08/01/1931,16.23,0.07554672
09/01/1931,16.07,-0.009858287
12/01/1931,15.84,-0.014312383
13/01/1931,15.65,-0.011994949
14/01/1931,15.83,0.011501597
15/01/1931,15.46,-0.023373342
16/01/1931,15.65,0.01228978
19/01/1931,15.46,-0.012140575
20/01/1931,15.78,0.020698577
21/01/1931,15.78,0
22/01/1931,16.07,0.018377693
23/01/1931,16.42,0.021779714
26/01/1931,16.40,-0.001218027
27/01/1931,16.32,-0.004878049
28/01/1931,16.02,-0.018382353
29/01/1931,16.17,0.009363296
30/01/1931,16.19,0.00123692
02/02/1931,16.16,-0.001853057
03/02/1931,16.24,0.004950495
04/02/1931,16.33,0.005541872
05/02/1931,16.22,-0.00673613
06/02/1931,16.27,0.003082676
09/02/1931,16.96,0.042409281
10/02/1931,17.23,0.015919871
11/02/1931,17.28,0.002901973
13/02/1931,17.18,-0.005787095
16/02/1931,17.34,0.009313155
17/02/1931,17.05,-0.016724394
18/02/1931,17.20,0.008797772
19/02/1931,17.43,0.013372034
20/02/1931,17.71,0.0160642
24/02/1931,18.17,0.025974084
25/02/1931,17.97,-0.01100721
26/02/1931,18.17,0.011129717
27/02/1931,18.03,-0.007704953
02/03/1931,17.52,-0.028286244
03/03/1931,17.50,-0.001141553
04/03/1931,17.34,-0.009142857
05/03/1931,17.69,0.020184602
06/03/1931,17.32,-0.020915827
09/03/1931,17.76,0.025404157
10/03/1931,17.72,-0.002252309
11/03/1931,17.52,-0.011286626
12/03/1931,17.40,-0.006849315
13/03/1931,17.32,-0.004597701
16/03/1931,17.77,0.025981524
17/03/1931,17.58,-0.010692178
18/03/1931,17.81,0.013082992
19/03/1931,18.01,0.011229703
20/03/1931,18.06,0.00277618
